,Mouse FACS astrocytes,Mouse FACS astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse neurons,Mouse neurons,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse microglia,Mouse microglia,Mouse endothelial,Mouse endothelial,Mouse whole brain,Mouse whole brain,Mouse whole brain
Serpina11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpina12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpina1a,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.6,0.1,0.1,0.1
Serpina1b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.2,2.2,0.4,0.3,0.2
Serpina1c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7,1.0,0.2,0.2,0.1
Serpina1d,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.1
Serpina1e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.5,0.1,0.2,0.1
Serpina1f,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpina3a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpina3b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpina3c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpina3f,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.5,2.2,0.2,0.1,0.1
Serpina3g,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,2.9,3.9,0.1,0.1,0.1
Serpina3h,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.5,5.6,0.4,0.4,0.5
Serpina3i,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.4,1.4,0.1,0.1,0.1
Serpina3j,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpina3k,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpina3m,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpina3n,2.0,1.2,3.6,3.3,4.0,4.0,3.5,5.6,14.2,21.1,2.5,4.0,1.1,2.3,0.4,0.4,0.4,0.5,6.3,5.8,5.0
Serpina4-ps1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpina5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpina6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpina7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpina9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2
Serpinb10-ps,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1
Serpinb13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb1a,2.5,1.0,2.3,3.4,2.5,5.4,0.1,0.2,0.1,0.1,0.7,0.1,3.2,0.7,0.1,0.1,0.9,1.1,0.1,0.2,0.3
Serpinb1b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1
Serpinb1c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb2,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb3a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb3b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb3c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb3d,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb5,0.1,0.1,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb6a,6.8,6.1,9.5,8.1,10.3,9.1,12.3,12.1,8.1,10.1,8.4,12.7,10.1,14.5,13.8,6.4,55.0,57.6,11.4,11.7,11.8
Serpinb6b,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,39.0,40.6,1.2,1.5,1.7
Serpinb6c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9,0.8,0.1,0.1,0.1
Serpinb6d,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb6e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb8,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.2,0.1,0.1,0.1,0.1,1.8,0.8,0.1,0.1,0.3,0.2,0.3
Serpinb9,0.6,0.8,1.6,0.9,2.0,1.1,0.9,2.0,0.7,0.7,0.2,0.1,0.1,0.1,0.8,0.8,12.4,12.3,0.9,1.1,1.3
Serpinb9b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.5,0.1,0.1,0.1
Serpinb9c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb9d,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb9e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb9f,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinb9g,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinc1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpind1,0.1,0.3,0.1,0.2,0.3,0.6,0.2,0.1,0.5,0.8,3.4,3.5,1.0,1.0,0.1,0.1,0.1,0.1,0.3,0.5,0.3
Serpine1,0.1,0.1,0.1,1.1,0.2,0.3,0.7,1.9,1.7,1.7,0.1,0.1,0.1,0.1,56.6,34.6,20.8,22.1,1.3,1.0,0.8
Serpine2,88.4,74.5,140.2,143.3,142.2,152.5,23.3,40.8,424.6,506.6,77.3,81.1,5.9,15.0,104.1,107.1,142.7,139.2,154.9,159.3,157.7
Serpine3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serpinf1,0.7,1.0,6.6,2.7,1.2,3.2,3.5,1.5,8.1,13.4,0.4,0.7,1.1,1.7,90.0,105.1,7.2,8.3,14.6,11.3,14.0
Serpinf2,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9,0.6,0.1,0.1,0.2,0.1,0.1
Serping1,0.2,0.3,2.0,0.5,0.1,0.4,2.0,2.5,2.4,4.3,0.1,0.2,0.1,0.1,0.1,0.1,0.5,0.4,2.1,2.2,2.5
Serpinh1,9.3,5.6,4.9,2.3,10.3,1.9,8.0,8.2,12.3,20.2,3.1,3.4,5.0,5.8,1.2,4.2,465.4,505.0,49.8,50.7,60.2
Serpini1,1.4,1.5,1.7,1.1,1.5,1.6,17.9,17.9,3.0,1.7,4.0,1.9,0.8,1.9,0.1,0.1,1.4,1.3,20.9,17.5,23.0
Serpini2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sertad1,1.0,0.9,1.0,1.1,1.5,1.1,9.7,11.1,6.3,11.9,3.5,8.2,4.8,7.2,48.0,36.1,77.4,76.1,14.5,8.8,7.0
Sertad2,2.3,1.8,2.8,2.1,4.0,3.0,7.4,7.0,9.2,8.4,9.5,11.5,1.4,2.8,6.6,4.2,9.0,8.6,6.8,6.4,5.6
Sertad3,0.4,0.2,0.2,0.2,0.8,0.9,5.7,4.7,4.4,7.0,4.2,5.6,3.2,4.3,4.8,4.7,7.7,8.8,2.9,2.7,3.2
Sertad4,0.0,0.0,0.3,0.3,0.4,0.2,9.6,8.0,1.8,2.5,0.6,1.6,0.1,0.2,0.2,0.2,0.4,0.2,5.3,4.4,5.0
Sesn1,11.4,14.1,13.2,7.7,13.8,14.3,23.5,45.9,14.6,12.7,3.7,4.3,1.4,2.5,16.5,12.4,33.8,34.7,9.9,9.5,11.7
Sesn2,1.0,0.6,0.7,0.7,1.2,0.7,6.6,7.9,4.7,9.6,3.1,7.6,1.0,3.0,14.6,12.0,5.6,4.9,3.9,3.2,2.8
Sesn3,13.5,12.0,15.0,15.5,17.7,15.0,8.8,8.3,22.6,19.0,17.9,14.6,5.9,7.4,1.6,1.6,27.4,29.4,15.6,15.6,14.7
Sestd1,2.2,2.1,1.7,0.9,2.3,1.2,6.7,8.0,8.8,6.6,5.3,5.8,1.3,1.7,0.3,0.4,15.9,16.0,9.1,7.8,8.7
Set,11.0,8.8,11.2,11.5,13.1,14.6,33.2,27.3,28.8,22.2,23.0,17.5,12.6,11.2,14.6,9.4,15.1,15.9,28.2,26.9,28.7
Setbp1,4.6,3.9,2.1,1.3,2.5,2.1,4.4,5.5,5.3,3.2,2.4,1.5,0.2,0.3,0.1,0.1,0.8,0.7,6.2,5.2,5.3
Setd1a,2.6,1.9,1.4,1.6,4.4,2.2,12.1,15.3,6.9,7.9,5.9,9.7,2.0,2.6,7.3,6.9,5.8,5.5,9.8,7.7,7.9
Setd2,9.0,7.7,5.8,2.9,7.0,5.3,4.0,13.2,11.7,5.7,9.0,5.4,0.9,1.6,2.9,1.3,12.0,12.3,9.7,8.8,9.7
Setd3,10.7,7.8,13.6,13.7,16.8,14.8,16.2,20.0,12.5,13.0,17.7,20.1,35.0,26.8,16.3,15.1,17.0,17.9,15.7,15.2,14.3
Setd4,1.8,1.1,0.1,0.1,0.7,0.1,1.8,2.0,1.4,2.3,1.3,1.6,0.4,0.5,1.2,1.2,1.0,0.8,1.4,1.9,2.0
Setd5,15.4,18.6,7.8,5.4,10.9,6.4,12.9,19.1,24.6,17.4,14.9,10.2,3.1,4.2,6.3,4.6,17.3,17.3,20.6,18.5,19.8
Setd6,8.6,7.8,5.0,2.5,6.6,5.7,4.2,3.9,3.7,2.9,2.0,1.8,1.0,1.3,0.6,0.4,0.6,0.9,3.9,4.2,4.9
Setd7,6.7,6.4,10.4,8.5,12.2,11.3,13.4,15.5,14.8,11.8,19.3,12.0,5.7,7.2,2.0,1.3,5.5,5.8,10.2,11.3,9.3
Setd8,4.4,2.3,6.7,4.4,4.4,5.4,10.5,12.4,10.2,6.8,42.1,25.4,32.9,27.3,10.6,5.4,8.0,7.6,10.7,10.8,9.5
Setdb1,4.1,3.3,3.5,3.0,4.4,3.3,7.8,8.8,11.7,11.6,7.2,6.8,2.1,2.2,6.8,5.7,4.7,5.1,11.1,10.0,11.7
Setdb2,0.4,0.6,1.0,0.5,0.9,1.0,0.5,0.6,2.7,2.7,2.9,2.4,0.8,1.7,0.3,0.3,4.3,4.9,1.5,1.3,1.4
Setmar,0.4,1.0,0.1,0.2,0.1,0.1,0.5,0.7,1.1,1.2,0.5,0.7,0.5,0.5,0.4,0.3,1.3,1.3,1.1,1.0,1.0
Setx,4.8,4.6,4.1,2.2,4.6,3.2,3.0,7.0,5.3,2.3,4.0,1.8,1.0,1.3,0.8,0.4,8.6,8.5,6.6,5.9,6.4
Sez6,0.2,0.1,0.5,0.6,0.2,0.4,42.6,25.5,26.7,35.1,4.5,5.5,0.4,1.6,0.7,1.1,0.2,0.2,45.1,36.1,46.6
Sez6l,0.4,0.2,0.4,0.7,0.1,0.6,18.6,14.7,53.2,62.6,65.3,77.0,4.8,9.2,0.4,0.6,0.2,0.1,30.9,30.2,29.9
Sez6l2,0.2,0.4,0.5,5.3,1.2,4.2,93.7,86.1,9.9,13.5,12.5,9.9,49.2,40.5,1.1,1.1,0.7,0.6,31.5,28.3,34.2
Sf1,12.0,8.2,6.0,5.4,8.9,6.0,43.8,48.2,40.2,45.1,29.7,41.1,12.3,16.4,63.0,58.6,31.5,30.8,38.1,33.1,31.9
Sf3a1,4.6,3.2,3.6,2.1,4.6,4.1,16.2,18.1,14.3,15.8,9.5,10.7,5.6,6.0,12.5,13.5,14.4,13.2,13.5,12.9,12.8
Sf3a2,1.4,1.3,1.1,0.6,1.4,1.7,11.8,12.7,12.7,16.5,9.6,13.1,6.6,7.5,18.9,26.2,9.5,9.2,11.3,10.6,8.4
Sf3a3,3.9,4.4,5.7,3.4,7.7,5.4,6.1,11.8,11.2,12.2,8.7,9.5,3.5,4.2,9.2,7.0,11.7,12.9,10.5,9.1,12.1
Sf3b1,28.5,26.8,19.0,10.3,21.7,16.2,26.5,60.3,70.2,41.2,48.3,34.4,8.2,12.7,29.5,15.9,63.1,66.8,51.7,42.1,50.0
Sf3b2,9.3,7.3,11.1,9.7,12.4,10.8,50.8,56.0,52.3,61.7,37.8,48.6,30.3,32.0,43.8,48.6,34.7,35.1,41.6,40.0,42.0
Sf3b3,3.4,2.6,3.3,2.7,3.3,3.0,13.1,19.0,20.9,21.7,14.5,17.4,5.5,6.5,17.0,17.6,17.2,17.8,17.3,16.2,19.1
Sf3b4,3.9,2.3,2.9,3.0,4.2,2.9,13.5,13.9,15.1,22.3,10.1,14.8,7.4,7.8,15.0,14.7,7.1,7.1,10.4,10.4,9.2
Sf3b5,4.1,3.6,3.4,3.7,3.5,3.5,21.1,21.4,20.8,41.9,24.9,34.0,30.4,24.2,30.6,47.1,34.1,40.1,26.6,27.2,24.5
Sfi1,1.2,0.1,0.2,0.1,0.8,0.3,3.7,5.0,5.3,3.8,3.7,3.4,1.1,1.9,3.4,3.3,1.3,0.1,4.2,4.1,4.9
Sfmbt1,1.1,0.9,0.7,0.7,1.0,0.8,3.3,3.7,4.6,3.1,2.1,2.1,0.4,0.5,6.6,4.9,1.7,1.7,3.5,3.5,3.4
Sfmbt2,0.6,1.0,0.5,0.1,0.2,0.1,1.0,0.7,2.0,1.5,0.3,0.4,0.1,0.1,0.4,0.3,0.4,0.6,1.1,1.1,1.2
Sfn,0.1,0.2,0.1,0.1,0.1,0.1,0.4,0.8,0.1,0.1,0.1,0.1,0.1,0.1,1.2,0.7,0.3,0.2,0.2,0.2,0.1
Sfpi1,0.1,0.1,0.1,1.7,0.2,0.7,0.5,1.1,16.0,6.1,0.7,1.0,1.4,2.4,402.7,423.1,0.2,0.2,9.3,8.2,6.0
Sfpq,37.9,35.2,24.5,11.2,25.8,14.0,99.4,86.1,108.5,71.3,70.0,46.8,15.1,16.5,32.8,24.9,54.9,51.9,81.8,68.7,76.8
Sfr1,12.4,13.7,24.9,14.8,12.4,16.4,15.6,33.1,38.0,40.0,38.1,28.4,27.6,26.6,15.6,9.6,72.9,76.3,38.7,32.2,34.9
Sfrp1,5.4,3.6,5.0,5.3,7.1,7.3,11.4,8.9,3.8,2.9,2.5,2.1,0.7,0.8,0.1,0.1,0.2,0.1,14.9,10.7,14.2
Sfrp2,0.1,0.1,0.1,0.1,0.1,0.1,4.0,1.6,1.2,1.4,0.3,0.1,0.1,0.1,0.1,0.1,2.1,2.4,6.1,5.7,5.7
Sfrp4,0.6,0.8,0.5,0.5,1.3,1.1,5.0,6.9,2.1,1.6,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,2.1,1.2,1.5
Sfrp5,1.5,0.6,0.7,0.6,2.1,0.4,0.3,0.6,0.4,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,1.9,0.8,1.2
Sfrs18,105.6,82.2,22.5,5.4,30.6,13.1,25.9,37.2,61.3,13.7,22.3,6.3,1.6,2.7,3.7,2.1,6.2,6.6,33.6,30.8,41.5
Sfswap,6.1,5.4,2.0,1.0,3.6,1.7,16.1,22.8,17.0,12.1,12.7,11.4,3.3,4.9,9.0,7.9,9.1,8.6,22.5,18.4,22.7
Sft2d1,3.7,3.3,4.0,3.1,2.7,2.8,4.2,4.9,7.0,7.0,7.8,7.4,9.4,10.5,39.0,45.8,19.0,24.4,5.5,5.4,5.2
Sft2d2,10.1,9.3,15.4,16.8,20.8,19.1,0.8,1.1,7.3,4.2,3.2,2.5,7.9,9.4,45.1,48.1,18.8,19.3,6.5,6.4,6.8
Sft2d3,2.4,2.4,1.3,1.2,1.8,1.5,2.5,2.1,2.6,3.2,6.5,5.9,3.8,4.3,0.8,1.0,4.0,4.0,2.1,2.0,2.7
Sfta2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sftpa1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sftpb,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sftpc,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.8,1.2,1.4,0.1,0.1,0.1,0.1,0.2,0.3,0.2
Sftpd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sfxn1,18.2,19.6,18.4,17.9,24.2,21.7,14.4,17.7,22.1,18.4,6.4,6.7,0.4,1.7,6.3,4.5,6.9,7.1,27.7,26.9,28.4
Sfxn2,1.9,1.2,0.5,0.2,1.5,0.6,2.4,1.7,2.1,1.4,1.3,0.8,0.1,0.3,0.8,0.7,0.1,0.2,2.8,1.8,2.4
Sfxn3,3.2,4.0,2.9,3.9,5.9,3.4,28.4,24.9,11.4,13.4,5.2,6.5,1.5,3.1,11.1,10.2,7.1,6.4,22.3,20.1,21.4
Sfxn4,4.4,2.9,2.3,0.8,2.3,1.1,2.0,2.6,3.0,3.1,2.7,3.2,1.8,2.2,1.3,1.1,1.2,1.7,1.6,1.7,1.7
Sfxn5,30.0,21.6,33.3,37.7,59.0,40.0,6.1,7.7,23.6,16.1,7.2,10.0,8.1,10.1,5.8,7.2,1.6,1.3,36.7,42.4,35.7
Sgca,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
Sgcb,7.1,7.1,14.7,11.5,10.8,11.4,12.7,15.2,26.0,19.1,28.6,22.2,11.1,16.9,1.5,1.6,2.0,2.3,16.3,16.6,17.0
Sgcd,0.1,0.5,0.5,0.8,0.2,0.5,0.6,0.5,5.6,3.2,1.7,1.0,0.1,0.1,0.1,0.1,0.1,0.1,2.0,1.4,1.5
Sgce,9.1,6.9,13.6,11.2,12.5,8.3,6.0,5.7,28.7,33.5,24.0,21.5,17.4,17.0,30.0,28.4,13.3,14.7,11.0,9.4,12.7
Sgcg,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sgcz,0.1,0.0,0.1,0.1,0.1,0.1,0.5,0.7,1.4,1.9,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.4,0.8
Sgip1,16.4,17.1,10.4,8.7,16.1,9.4,32.1,41.7,9.3,7.3,7.0,4.9,2.4,3.1,0.3,0.3,0.4,0.4,14.2,14.8,13.3
Sgk1,0.2,0.5,3.5,14.2,2.9,13.6,17.1,16.7,132.9,93.3,70.2,100.5,26.9,22.0,1267.2,834.3,318.9,287.9,63.1,58.5,51.4
Sgk2,0.1,0.1,0.1,0.2,0.1,0.5,0.1,0.1,0.1,0.1,8.6,6.2,8.3,6.4,0.1,0.1,0.1,0.1,0.3,0.3,0.2
Sgk3,1.9,2.9,2.3,1.7,1.9,2.1,0.4,0.6,6.8,5.2,3.4,2.3,2.0,2.2,3.9,2.8,8.3,8.4,2.8,2.7,3.1
Sgms1,3.9,4.4,5.7,4.8,6.0,3.7,10.5,14.1,13.9,8.5,6.5,5.2,1.4,2.3,10.9,6.9,145.6,133.8,13.6,11.4,12.0
Sgms2,0.2,0.2,0.1,0.2,0.1,0.3,0.3,0.2,0.5,0.2,1.6,1.6,0.5,0.8,0.1,0.1,9.8,9.6,1.3,1.1,0.9
Sgol1,0.1,0.0,0.4,0.1,0.1,0.1,0.2,0.3,1.3,1.3,0.2,0.1,0.1,0.1,0.1,0.1,0.6,0.6,0.8,0.8,1.5
Sgol2,0.2,0.1,0.8,0.1,0.2,0.2,0.2,0.4,2.4,0.9,0.3,0.1,0.1,0.1,0.1,0.1,0.5,0.7,1.1,1.1,1.9
Sgpl1,4.6,4.1,5.3,4.7,4.4,4.3,14.9,19.2,52.5,55.8,21.3,31.3,6.1,8.0,150.9,133.9,6.4,7.0,22.1,18.7,20.2
Sgpp1,9.8,9.0,10.2,8.3,11.9,9.1,10.9,8.4,28.0,24.0,27.2,20.9,13.3,14.7,5.3,3.8,4.2,4.7,12.1,10.7,12.4
Sgpp2,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,10.4,9.6,0.6,0.9,1.3
Sgsh,1.1,0.8,0.8,1.1,0.8,0.5,0.5,0.6,2.2,3.1,3.3,3.7,3.3,3.4,5.6,8.0,2.9,3.1,1.2,1.3,1.3
Sgsm1,0.2,0.3,0.2,0.5,0.2,0.4,19.2,29.2,6.9,8.8,1.6,2.4,0.8,1.6,0.5,0.7,0.2,0.3,7.6,6.8,7.3
Sgsm2,1.0,1.0,1.2,1.5,1.4,1.7,8.6,7.7,8.6,13.4,3.4,4.9,3.1,5.1,3.6,4.7,1.2,1.4,13.9,15.3,11.9
Sgsm3,0.8,1.0,1.3,1.0,1.3,1.4,10.6,11.1,10.2,13.9,4.6,7.4,3.9,4.0,11.2,12.4,9.4,10.5,9.6,9.7,9.8
Sgta,6.3,4.8,4.9,4.1,6.4,3.2,57.7,56.0,40.6,64.8,37.4,52.6,38.2,40.8,51.8,55.7,27.9,32.3,41.0,39.6,40.7
Sgtb,3.7,4.2,5.0,5.2,6.0,5.7,16.7,29.9,5.3,6.3,2.4,3.1,1.0,2.5,0.8,0.5,5.2,5.5,7.7,7.2,6.4
Sh2b1,1.7,1.8,1.3,0.9,3.6,0.9,20.8,17.1,18.1,23.6,16.1,18.0,11.5,12.2,14.1,19.7,10.8,10.2,15.7,15.6,15.2
Sh2b2,0.1,0.1,0.2,0.3,0.2,0.1,5.8,5.3,3.5,3.5,0.5,0.6,0.1,0.3,35.9,37.0,1.4,1.1,4.8,4.1,4.3
Sh2b3,0.4,0.3,0.4,1.3,0.6,0.8,2.2,1.8,8.0,7.1,3.5,5.4,1.7,2.6,61.0,53.7,14.6,13.9,7.9,8.0,6.6
Sh2d1a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
Sh2d1b1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1
Sh2d1b2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
